I, [2024-11-02T14:50:33.139619 #66487]  INFO -- : Application started
I, [2024-11-11T15:46:01.266791 #8728]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Міцкевича вул., 8, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:46:01.269097 #8728]  INFO -- : Saved items to output/items.csv
I, [2024-11-11T15:46:01.271659 #8728]  INFO -- : Saved items to output/items.json
I, [2024-11-11T15:46:01.350498 #8728]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-11T15:49:13.674382 #1860]  INFO -- : Application started
I, [2024-11-11T15:49:13.675016 #1860]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-11T15:49:14.503240 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полєтаєва вул., 15
I, [2024-11-11T15:49:14.505033 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пожарського вул., 18
I, [2024-11-11T15:49:14.507101 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2а
I, [2024-11-11T15:49:14.509157 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Володимира Великого, 2-В
I, [2024-11-11T15:49:14.510908 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 63-24
I, [2024-11-11T15:49:14.512932 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пилипа Орлика вул. (Гайдара), 9
I, [2024-11-11T15:49:14.514709 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Чорновола, 7
I, [2024-11-11T15:49:14.517510 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Науки, 6
I, [2024-11-11T15:49:14.519442 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Будівельників, 28
I, [2024-11-11T15:49:14.521734 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 189
I, [2024-11-11T15:49:14.523965 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2 б
I, [2024-11-11T15:49:14.525869 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Ярослава Осмомисла вул. (Карамзіна), 8
I, [2024-11-11T15:49:14.528008 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 15
I, [2024-11-11T15:49:14.530930 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 79
I, [2024-11-11T15:49:14.532593 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Герцена вул., 91
I, [2024-11-11T15:49:14.534492 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полтавська вул., 1
I, [2024-11-11T15:49:14.536507 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Святошинська, 1
I, [2024-11-11T15:49:14.538318 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Чернівці, Франка, 7
I, [2024-11-11T15:49:14.542228 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Шухевича, 9
I, [2024-11-11T15:49:14.544310 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Міцкевича вул., 8
I, [2024-11-11T15:49:14.544732 #1860]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Полєтаєва вул., 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.544935 #1860]  INFO -- : Added item: Оренда: Ціна: 500 $/міс грн, Адреса: Пожарського вул., 18, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.545177 #1860]  INFO -- : Added item: Оренда: Ціна: 650 €/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2а, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T15:49:14.545427 #1860]  INFO -- : Added item: Оренда: Ціна: 750 $/міс грн, Адреса: Володимира Великого, 2-В, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.545547 #1860]  INFO -- : Added item: Оренда: Ціна: 210 $/міс грн, Адреса: Головна, 63-24, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.545769 #1860]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Пилипа Орлика вул. (Гайдара), 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.545990 #1860]  INFO -- : Added item: Оренда: Ціна: 450 $/міс грн, Адреса: Чорновола, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.546080 #1860]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Науки, 6, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.546296 #1860]  INFO -- : Added item: Оренда: Ціна: 400 $/міс грн, Адреса: Будівельників, 28, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.546410 #1860]  INFO -- : Added item: Оренда: Ціна: 250 $/міс грн, Адреса: Головна, 189, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.546662 #1860]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2 б, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.546910 #1860]  INFO -- : Added item: Оренда: Ціна: 8 500 грн/міс грн, Адреса: Ярослава Осмомисла вул. (Карамзіна), 8, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.547006 #1860]  INFO -- : Added item: Оренда: Ціна: 270 $/міс грн, Адреса: Щербанюка, 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.547237 #1860]  INFO -- : Added item: Оренда: Ціна: 650 $/міс грн, Адреса: Щербанюка, 79, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T15:49:14.547391 #1860]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Герцена вул., 91, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.547697 #1860]  INFO -- : Added item: Оренда: Ціна: 250 $/міс грн, Адреса: Полтавська вул., 1, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.547786 #1860]  INFO -- : Added item: Оренда: Ціна: 1 000 $/міс грн, Адреса: Святошинська, 1, Площа: N/A м², Кімнат: 4 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.548002 #1860]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Чернівці, Франка, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.548206 #1860]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Шухевича, 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.548302 #1860]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Міцкевича вул., 8, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:14.550483 #1860]  INFO -- : Saved items to output/items.csv
I, [2024-11-11T15:49:14.551287 #1860]  INFO -- : Saved items to output/items.json
I, [2024-11-11T15:49:14.573320 #1860]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-11T15:49:20.423141 #1860]  INFO -- : Application started
I, [2024-11-11T15:49:20.423514 #1860]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-11T15:49:21.251332 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полєтаєва вул., 15
I, [2024-11-11T15:49:21.253415 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пожарського вул., 18
I, [2024-11-11T15:49:21.255617 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2а
I, [2024-11-11T15:49:21.257933 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Володимира Великого, 2-В
I, [2024-11-11T15:49:21.259829 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 63-24
I, [2024-11-11T15:49:21.261822 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пилипа Орлика вул. (Гайдара), 9
I, [2024-11-11T15:49:21.263513 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Чорновола, 7
I, [2024-11-11T15:49:21.271747 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Науки, 6
I, [2024-11-11T15:49:21.273646 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Будівельників, 28
I, [2024-11-11T15:49:21.277258 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 189
I, [2024-11-11T15:49:21.279120 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2 б
I, [2024-11-11T15:49:21.280827 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Ярослава Осмомисла вул. (Карамзіна), 8
I, [2024-11-11T15:49:21.282535 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 15
I, [2024-11-11T15:49:21.284238 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 79
I, [2024-11-11T15:49:21.285728 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Герцена вул., 91
I, [2024-11-11T15:49:21.287731 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полтавська вул., 1
I, [2024-11-11T15:49:21.289569 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Святошинська, 1
I, [2024-11-11T15:49:21.291632 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Чернівці, Франка, 7
I, [2024-11-11T15:49:21.294201 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Шухевича, 9
I, [2024-11-11T15:49:21.296699 #1860]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Міцкевича вул., 8
I, [2024-11-11T15:49:21.297045 #1860]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Полєтаєва вул., 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:21.297312 #1860]  INFO -- : Added item: Оренда: Ціна: 500 $/міс грн, Адреса: Пожарського вул., 18, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:21.297581 #1860]  INFO -- : Added item: Оренда: Ціна: 650 €/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2а, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T15:49:21.297821 #1860]  INFO -- : Added item: Оренда: Ціна: 750 $/міс грн, Адреса: Володимира Великого, 2-В, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:21.298109 #1860]  INFO -- : Added item: Оренда: Ціна: 210 $/міс грн, Адреса: Головна, 63-24, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:21.298374 #1860]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Пилипа Орлика вул. (Гайдара), 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:21.298596 #1860]  INFO -- : Added item: Оренда: Ціна: 450 $/міс грн, Адреса: Чорновола, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:21.298799 #1860]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Науки, 6, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:21.298921 #1860]  INFO -- : Added item: Оренда: Ціна: 400 $/міс грн, Адреса: Будівельників, 28, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
I, [2024-11-11T15:49:21.298996 #1860]  INFO -- : Added item: Оренда: Ціна: 250 $/міс грн, Адреса: Головна, 189, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:21.299075 #1860]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2 б, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:21.299147 #1860]  INFO -- : Added item: Оренда: Ціна: 8 500 грн/міс грн, Адреса: Ярослава Осмомисла вул. (Карамзіна), 8, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:21.299218 #1860]  INFO -- : Added item: Оренда: Ціна: 270 $/міс грн, Адреса: Щербанюка, 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:49:21.299280 #1860]  INFO -- : Added item: Оренда: Ціна: 650 $/міс грн, Адреса: Щербанюка, 79, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T15:49:21.299352 #1860]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Герцена вул., 91, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
